id,tc
B2Mg0.99Ti0.01-MP-mp-763-synth_doped,38.6
B2Mg0.9Pb0.1-MP-mp-763-synth_doped,34.0
B2Mg0.9Ti0.1-MP-mp-763-synth_doped,38.3
B2Mg0.9Zn0.1-MP-mp-763-synth_doped,38.4
B2Mg0.9Zr0.1-MP-mp-763-synth_doped,37.3
B2Mg1Ni3-MP-mp-571428,0.0
B2Mo0.84-MP-mp-2331-synth_doped,0.0
B2Mo0.96Zr0.04-MP-mp-2331-synth_doped,5.74
B2Mo1-MP-mp-2331,0.0
B2Mo5Si1-MP-mp-4984,5.8
B2Nb0.7-MP-mp-450-synth_doped,7.96
B2Nb0.83-MP-mp-450-synth_doped,9.77
B2Nb0.84-MP-mp-450-synth_doped,9.1
B2Nb0.9-MP-mp-450-synth_doped,3.64
B2Nb1-MP-mp-450,4.5975
B2Nb3-MP-mp-20689,0.0
B2Nd1Rh3-MP-mp-3055,0.0
B2Nd1Ru3-MP-mp-7099,0.0
B2Os1-MP-mp-2850,1.5975
B2Os1Sc1-MP-mp-1189073,1.34
B2Os1Tb1-MP-mp-1189495,0.0
B2Os1Tm1-MP-mp-1188249,0.0
B2Os1Y1-MP-mp-1106229,2.22
B2Os3U1-MP-mp-10132,0.0
B2Pr1Rh3-MP-mp-5369,0.0
B2Pr1Ru3-MP-mp-5939,0.0
B2Re1-MP-mp-1773,6.3
B2Rh2Sr1-MP-mp-7348,0.0
B2Rh3Sm1-MP-mp-2947,0.0
B2Rh3Tb1-MP-mp-1072051,0.0
B2Rh3Tm1-MP-mp-1076960,0.0
B2Rh3Y1-MP-mp-1024941,0.0
B2Rh3Yb1-MP-mp-1025051,0.0
B2Ru1-MP-mp-1077,0.8
B2Ru1Sc0.2Y0.8-MP-mp-1188195-synth_doped,8.1
B2Ru1Tb1-MP-mp-1188601,0.0
B2Ru1Tm1-MP-mp-1188615,0.0
B2Ru1Y1-MP-mp-1188195,7.7
B2Ru3Sm1-MP-mp-3467,0.0
B2Ru3Tb1-MP-mp-3186,0.0
B2Ru3Th1-MP-mp-3223,1.79
B2Ru3Tm1-MP-mp-5620,0.0
B2Ru3U1-MP-mp-10137,0.0
B2Ru3Y1-MP-mp-4382,0.0
B2Ru3Yb1-MP-mp-3268,0.0
B2Sc1-MP-mp-2252,0.0
B2Ta0.84-MP-mp-1108-synth_doped,0.0
B2Ta3-MP-mp-13415,0.0
B2Ti1-MP-mp-1145,0.0
B2V0.01Zr0.99-MP-mp-1472-synth_doped,6.4
B2V0.04Zr0.96-MP-mp-1472-synth_doped,8.7
B2V0.05Zr0.95-MP-mp-1472-synth_doped,8.2
B2V1-MP-mp-1491,0.0
B2V3-MP-mp-2091,0.0
B2Zr1-MP-mp-1472,2.75
B3Be1.09-MP-mp-1009823-synth_doped,0.72
B3Br5C6La9-MP-mp-624186,6.0
B3Re7-MP-mp-1106180,3.19
B3Rh7-MP-mp-1106065,0.0
B4C1-MP-mp-696746,0.0
B4Ce1Co4-MP-mp-22165,0.0
B4Ce1Ru4-MP-mp-1201565,0.0
B4Co4Dy1-MP-mp-1189595,0.0
B4Co4Er1-MP-mp-1189246,0.0
B4Co4Gd1-MP-mp-1181496,0.0
B4Co4Ho1-MP-mp-1188650,0.0
B4Co4Lu1-MP-mp-1189538,0.0
B4Co4Tb1-MP-mp-1106036,0.0
B4Co4Tm1-MP-mp-1190291,0.0
B4Co4Y1-MP-mp-1105964,0.0
B4Dy1Ir2Rh2-MP-mp-1225314,4.585
B4Dy1Rh4-MP-mp-1105740,0.0
B4Dy1Ru4-MP-mp-1202990,0.0
B4Er0.085Ho0.915Rh4-MP-mp-1189784-synth_doped,0.0
B4Er0.11Ho0.89Rh4-MP-mp-1189784-synth_doped,5.883333333
B4Er0.134Ho0.866Rh4-MP-mp-1189784-synth_doped,6.15
B4Er0.16Ho0.84Rh4-MP-mp-1189784-synth_doped,5.95
B4Er0.17Rh4Y0.83-MP-mp-5984-synth_doped,10.4
B4Er0.187Ho0.813Rh4-MP-mp-1189784-synth_doped,6.43
B4Er0.25Ho0.75Rh4-MP-mp-1189784-synth_doped,6.44
B4Er0.29Rh4Y0.71-MP-mp-5984-synth_doped,10.0
B4Er0.72Gd0.28Rh4-MP-mp-8408-synth_doped,2.5
B4Er0.72Rh4Y0.28-MP-mp-8408-synth_doped,9.05
B4Er0.73Ho0.27Rh4-MP-mp-8408-synth_doped,8.06
B4Er0.76Gd0.24Rh4-MP-mp-8408-synth_doped,4.18
B4Er0.79Ho0.21Rh4-MP-mp-8408-synth_doped,8.22
B4Er0.88Rh4Y0.12-MP-mp-8408-synth_doped,8.74
B4Er0.8Gd0.2Rh4-MP-mp-8408-synth_doped,4.41
B4Er0.91Gd0.09Rh4-MP-mp-8408-synth_doped,6.87
B4Er0.95Gd0.05Rh4-MP-mp-8408-synth_doped,7.61
B4Er0.97Gd0.03Rh4-MP-mp-8408-synth_doped,8.06
B4Er0.98Gd0.02Rh4-MP-mp-8408-synth_doped,8.22
B4Er0.9Gd0.1Rh4-MP-mp-8408-synth_doped,6.88
B4Er1Ir2Rh2-MP-mp-1225576,7.065
B4Er1Ir4-MP-mp-1189046,2.22
B4Er1Rh4-MP-mp-1200942,7.795
B4Er1Ru4-MP-mp-1196250,0.0
B4Eu1Ru4-MP-mp-1199986,0.0
B4Gd0.01Rh4Y0.99-MP-mp-5984-synth_doped,10.1
B4Gd0.1Rh4Y0.9-MP-mp-5984-synth_doped,8.66
B4Gd0.3Rh4Y0.7-MP-mp-5984-synth_doped,3.54
B4Gd1Rh4-MP-mp-1106078,0.0
B4Ho0.745Lu0.255Rh4-MP-mp-1189784-synth_doped,0.0
B4Ho0.901Lu0.099Rh4-MP-mp-1189784-synth_doped,0.0
B4Ho0.933Lu0.067Rh4-MP-mp-1189784-synth_doped,0.0
B4Ho1Rh3.72Ru0.28-MP-mp-1189784-synth_doped,6.42
B4Ho1Rh4-MP-mp-1189784,0.7
B4Ho1Ru4-MP-mp-1204787,0.0
B4Ir4Lu0.4Y0.6-MP-mp-1215947-synth_doped,3.06
B4Ir4Lu0.5Y0.5-MP-mp-1215947,3.21
B4Ir4Lu0.6Y0.4-MP-mp-1215947-synth_doped,3.07
B4Ir4Lu0.7Y0.3-MP-mp-1215947-synth_doped,2.98
B4Ir4Lu0.8Y0.2-MP-mp-1215947-synth_doped,3.04
B4Ir4Tm1-MP-mp-1178924,1.675
B4La2Ru5-MP-mp-29723-synth_doped,0.0
B4Lu0.75Rh4Th0.25-MP-mp-1188110-synth_doped,11.93
B4Lu1Rh4-MP-mp-28001,10.093625
B4Lu1Ru4-MP-mp-568184,2.0
B4Nd1Rh4-MP-mp-973480,5.323333333
B4Nd1Ru4-MP-mp-1198170,0.0
B4Os1Y1-MP-mp-980205,1.4
B4Pr1Ru4-MP-mp-1200756,0.0
B4Rh4Sc0.75Th0.25-MP-mp-1217330-synth_doped,8.74
B4Rh4Sm1-MP-mp-978569,2.6475
B4Rh4Tb1-MP-mp-1178967,0.0
B4Rh4Th1-MP-mp-1106347,4.448
B4Rh4Tm1-MP-mp-1204414,8.888
B4Rh4Y1-MP-mp-5984,10.95775
B4Rh4Yb1-MP-mp-1197168,0.0
B4Ru1Y1-MP-mp-1190832,1.38
B4Ru4Sc1-MP-mp-1200617,7.27
B4Ru4Sm1-MP-mp-1199012,0.0
B4Ru4Tb1-MP-mp-1199943,0.0
B4Ru4Th1-MP-mp-1203781,0.0
B4Ru4Tm1-MP-mp-1197448,0.0
B4Ru4U1-MP-mp-15355,0.0
B4Ru4Y1-MP-mp-10138,1.4
B4Ru4Yb1-MP-mp-1200533,0.0
B4Ta3-MP-mp-10142,0.0
B5Hf0.2Mo1.8-MP-mp-7229-synth_doped,8.4
B5Mo1.7Nb0.3-MP-mp-7229-synth_doped,8.3
B5Mo1.7Ta0.3-MP-mp-7229-synth_doped,7.0
B5Mo1.7Ti0.3-MP-mp-7229-synth_doped,7.1
B5Mo1.7V0.3-MP-mp-7229-synth_doped,5.5
B5Mo1.8Sc0.2-MP-mp-7229-synth_doped,8.8
B5Mo1.9Y0.1-MP-mp-7229-synth_doped,8.0
B5Mo1.9Zr0.1-MP-mp-7229-synth_doped,8.9
B5W2-MP-mp-569803-synth_doped,0.0
B6Ca1-MP-mp-865,0.0
B6Ce0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Ce0.05Y0.95-MP-mp-2203-synth_doped,1.6
B6Ce1-MP-mp-21343,0.0
B6Dy0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Dy1-MP-mp-568319,0.0
B6Er0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Eu0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Eu1-MP-mp-20874,0.0
B6Fe0.1Y0.9-MP-mp-2203-synth_doped,3.3
B6Gd1-MP-mp-22266,0.0
B6Ho0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Ho1-MP-mp-571491,0.0
B6La0.1Y0.9-MP-mp-2203-synth_doped,6.8
B6La0.2Y0.8-MP-mp-2203-synth_doped,5.8
B6La1-MP-mp-2680,2.05
B6La3Ru8-MP-mp-4676,3.15
B6Nd1-MP-mp-1929,3.0
B6Os8Y3-MP-mp-571209,5.8
B6Pr0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Pr1-MP-mp-12762,0.0
B6Rh8Sr3-MP-mp-568771,3.4
B6Sm0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Sm1-MP-mp-6996,0.0
B6Tb0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Tb1-MP-mp-12763,0.0
B6Th1-MP-mp-1756,0.37
B6Tm0.01Y0.99-MP-mp-2203-synth_doped,0.0
B6Y0.99Yb0.01-MP-mp-2203-synth_doped,0.0
B6Y1-MP-mp-2203,5.692857143
B6Yb1-MP-mp-419,0.0
Ba0.004Cu1La1.996O4-MP-mp-1077929-synth_doped,0.0
Ba0.014Cu1La1.986O4-MP-mp-1077929-synth_doped,0.0
Ba0.016Cu1La1.984O4-MP-mp-1077929-synth_doped,0.0
Ba0.01Cu1La1.99O4-MP-mp-1077929-synth_doped,0.0
Ba0.024Cu1La1.976O4-MP-mp-1077929-synth_doped,0.0
Ba0.02Cu1La1.98O4-MP-mp-1077929-synth_doped,0.0
Ba0.035Cu1La1.965O4-MP-mp-1077929-synth_doped,0.0
Ba0.03Cu1La1.97O4-MP-mp-1077929-synth_doped,0.0
Ba0.045Cu1La1.955O4-MP-mp-1077929-synth_doped,0.0
Ba0.054Cu1La1.946O4-MP-mp-1077929-synth_doped,0.0
Ba0.05Sr0.95Ti1O3-MP-mp-551830-synth_doped,0.525
Ba0.066Cu1La1.934O4-MP-mp-1077929-synth_doped,22.6
Ba0.074Cu1La1.926O4-MP-mp-1077929-synth_doped,0.0
Ba0.075Cu1La1.925O4-MP-mp-1077929-synth_doped,24.0
Ba0.075Sr0.925Ti1O3-MP-mp-551830-synth_doped,0.5
Ba0.078Cu1La1.922O4-MP-mp-1077929-synth_doped,24.95
Ba0.094Cu1La1.906O4-MP-mp-1077929-synth_doped,32.0
Ba0.095Cu1La1.905O4-MP-mp-1077929-synth_doped,29.0
Ba0.097Cu1La1.903O4-MP-mp-1077929-synth_doped,26.0
Ba0.099Cu1La1.901O4-MP-mp-1077929-synth_doped,12.3
Ba0.102Cu1La1.898O4-MP-mp-1077929-synth_doped,29.0
Ba0.103Cu1La1.897O4-MP-mp-1077929-synth_doped,14.5
Ba0.105Cu1La1.895O4-MP-mp-1077929-synth_doped,33.1
Ba0.115Cu1La1.885O4-MP-mp-1077929-synth_doped,13.9
Ba0.116Cu1La1.884O4-MP-mp-1077929-synth_doped,21.8
Ba0.118Cu1La1.882O4-MP-mp-1077929-synth_doped,9.0
Ba0.119Cu1La1.881O4-MP-mp-1077929-synth_doped,9.3
Ba0.123Cu1La1.877O4-MP-mp-1077929-synth_doped,23.6
Ba0.135Cu1La1.865O4-MP-mp-1077929-synth_doped,2.99
Ba0.13Cu1La1.87O4-MP-mp-1077929-synth_doped,4.96
Ba0.13W1O3-MP-mp-867545-synth_doped,1.9
Ba0.142Cu1La1.858O4-MP-mp-1077929-synth_doped,29.0
Ba0.14W1O3-MP-mp-867545-synth_doped,1.725
Ba0.155Cu1La1.845O4-MP-mp-1077929-synth_doped,26.0
Ba0.157Cu1La1.843O4-MP-mp-1077929-synth_doped,25.3
Ba0.158Cu1La1.842O4-MP-mp-1077929-synth_doped,0.0
Ba0.15Cu1La1.85O4-MP-mp-1077929-synth_doped,28.0
Ba0.174Cu1La1.826O4-MP-mp-1077929-synth_doped,0.0
Ba0.175Cu1La1.825O4-MP-mp-1077929-synth_doped,26.2
Ba0.177Cu1La1.823O4-MP-mp-1077929-synth_doped,25.5
Ba0.17Cu1La1.83O4-MP-mp-1077929-synth_doped,26.9
Ba0.18Cu1La1.82O4-MP-mp-1077929-synth_doped,23.1
Ba0.199Cu1La1.801O4-MP-mp-1077929-synth_doped,23.5
Ba0.19Bi1K0.81O3-MP-mp-1223672-synth_doped,8.4
Ba0.1Cu1F2Sr1.9O2-MP-mp-1025280-synth_doped,54.0
Ba0.1Pb3Sr0.9-MP-mp-21162-synth_doped,1.75
Ba0.1Sr0.9Ti1O3-MP-mp-551830-synth_doped,0.1
Ba0.218Cu1La1.782O4-MP-mp-1077929-synth_doped,21.6
Ba0.241Bi1K0.759O3-MP-mp-1223672-synth_doped,0.0
Ba0.249Cu1La1.751O4-MP-mp-1077929-synth_doped,13.7
Ba0.24Cu1La1.76O4-MP-mp-1077929-synth_doped,14.0
Ba0.257Bi1K0.743O3-MP-mp-1223672-synth_doped,0.0
Ba0.25Cu1F2Sr1.75O2-MP-mp-1025280-synth_doped,58.0
Ba0.25Cu1La1.75O4-MP-mp-1077929-synth_doped,0.0
Ba0.275Cu1La1.725O4-MP-mp-1077929-synth_doped,0.0
Ba0.33Bi1K0.67O3-MP-mp-1223672-synth_doped,0.77
Ba0.34Bi1K0.66O3-MP-mp-1223672-synth_doped,7.0
Ba0.35Bi1K0.65O3-MP-mp-1223672-synth_doped,1.88
Ba0.3Cu1La1.7O4-MP-mp-1077929-synth_doped,9.7
Ba0.3Cu1La1Sr0.7Tl1O5-MP-mp-1218170-synth_doped,30.0
Ba0.445Bi1K0.555O3-MP-mp-1223518-synth_doped,15.5
Ba0.45Bi1K0.55O3-MP-mp-1223518-synth_doped,12.7
Ba0.47Bi1K0.53O3-MP-mp-1223518-synth_doped,11.0
Ba0.4Bi1K0.6O3-MP-mp-1223518-synth_doped,7.2
Ba0.51Bi1K0.49O3-MP-mp-1223518-synth_doped,17.2
Ba0.52Bi1K0.48O3-MP-mp-1223518-synth_doped,18.7
Ba0.542Bi1K0.458O3-MP-mp-1223518-synth_doped,23.1
Ba0.54Bi1K0.46O3-MP-mp-1223518-synth_doped,20.0
Ba0.553Bi1K0.447O3-MP-mp-1223518-synth_doped,25.5
Ba0.557Bi1K0.443O3-MP-mp-1223518-synth_doped,25.0
Ba0.55Bi1K0.45O3-MP-mp-1223518-synth_doped,24.525
Ba0.575Bi1K0.425O3-MP-mp-1223518-synth_doped,27.3
Ba0.57Bi1K0.43O3-MP-mp-1223518-synth_doped,21.2
Ba0.584Bi1K0.416O3-MP-mp-1223518-synth_doped,28.8
Ba0.595Bi1K0.405O3-MP-mp-1223518-synth_doped,31.2
Ba0.59Bi1K0.41O3-MP-mp-1223518-synth_doped,31.0
Ba0.5Bi1K0.5O3-MP-mp-1223518-synth_doped,19.66428571
Ba0.613Bi1K0.387O3-MP-mp-1223518-synth_doped,30.7
Ba0.61Bi1K0.39O3-MP-mp-1223518-synth_doped,31.5
Ba0.625Bi1K0.375O3-MP-mp-1223518-synth_doped,28.96666667
Ba0.635Bi1K0.365O3-MP-mp-1223518-synth_doped,30.4
Ba0.63Bi1K0.37O3-MP-mp-1223518-synth_doped,29.58571429
Ba0.644Bi1K0.356O3-MP-mp-1223518-synth_doped,29.0
Ba0.64Bi1K0.36O3-MP-mp-1223518-synth_doped,28.5
Ba0.65Bi1K0.35O3-MP-mp-1223518-synth_doped,28.2
Ba0.66Bi1K0.34O3-MP-mp-1223518-synth_doped,28.1
Ba0.75Bi1K0.25O3-MP-mp-1223500,0.0
Ba0.75Na0.25Sb2Ti2O1-MP-mp-1070806-synth_doped,5.015
Ba0.77Bi1K0.23O3-MP-mp-559051-synth_doped,28.0
Ba0.7Bi1K0.3O3-MP-mp-559051-synth_doped,29.9
Ba0.7Cu3Pr1Sr1.3O7-MP-mp-1227458-synth_doped,0.0
Ba0.7K0.3Sb2Ti2O1-MP-mp-1070806-synth_doped,0.0
Ba0.7Rb0.3Sb2Ti2O1-MP-mp-1070806-synth_doped,5.93
Ba0.85K0.15Sb2Ti2O1-MP-mp-1070806-synth_doped,5.86
Ba0.85Na0.15Sb2Ti2O1-MP-mp-1070806-synth_doped,5.11
Ba0.87Bi1K0.13O3-MP-mp-559051-synth_doped,0.0
Ba0.88K0.12Sb2Ti2O1-MP-mp-1070806-synth_doped,6.1
Ba0.8Bi1K0.2O3-MP-mp-559051-synth_doped,0.0
Ba0.8K0.2Sb2Ti2O1-MP-mp-1070806-synth_doped,3.0
Ba0.8Rb0.2Sb2Ti2O1-MP-mp-1070806-synth_doped,6.19
Ba0.95K0.05Sb2Ti2O1-MP-mp-1070806-synth_doped,4.25
Ba0.95Na0.05Sb2Ti2O1-MP-mp-1070806-synth_doped,3.14
Ba0.95Rb0.05Sb2Ti2O1-MP-mp-1070806-synth_doped,4.25
Ba0.96K0.04Sb2Ti2O1-MP-mp-1070806-synth_doped,3.88
Ba0.9Bi1K0.1O3-MP-mp-559051-synth_doped,0.0
Ba0.9K0.1Pb1O3-MP-mp-20461-synth_doped,30.0
Ba0.9K0.1Pb1O3-MP-mp-22230-synth_doped,30.0
Ba0.9K0.1Sb2Ti2O1-MP-mp-1070806-synth_doped,5.13
Ba0.9Na0.1Sb2Ti2O1-MP-mp-1070806-synth_doped,4.24
Ba0.9Rb0.1Sb2Ti2O1-MP-mp-1070806-synth_doped,5.33
Ba1-MP-mp-1096835,3.4375
Ba1.5Cu3La0.5Y1O7-MP-mp-1228381,0.3
Ba1.72Cu4La0.28Y1O8-MP-mp-6790-synth_doped,18.9
Ba1.75Cu4Sr0.25Y1O8-MP-mp-6790-synth_doped,0.0
Ba1.76Cu4Sr0.24Y1O8-MP-mp-6790-synth_doped,76.0
Ba1.78Cu4La0.22Y1O8-MP-mp-6790-synth_doped,37.9
Ba1.78Cu4Sr0.22Y1O8-MP-mp-6790-synth_doped,0.0
Ba1.7Cu2La2.3Ti2O11.15-MP-mp-1227852-synth_doped,0.0
Ba1.7Cu3La0.3Y1O7-MP-mp-20674-synth_doped,57.45
Ba1.7Cu3Nd1.3O7-MP-mp-22719-synth_doped,69.0
Ba1.7Cu4La0.3Y1O8-MP-mp-6790-synth_doped,52.6
Ba1.85Cu2La2Ti2O10.7-MP-mp-1227852-synth_doped,0.0
Ba1.85Cu3Sm1.15O7-MP-mp-21451-synth_doped,83.0
Ba1.87Cu4La0.13Y1O8-MP-mp-6790-synth_doped,61.0
Ba1.8Cu1La0.2Tl1O5-MP-mp-20942-synth_doped,0.0
Ba1.8Cu3La0.2Y1O7-MP-mp-20674-synth_doped,79.05
Ba1.8Cu3La1.2O8-MP-mp-505315-synth_doped,0.0
Ba1.8Cu3Pr1.2O7-MP-mp-20936-synth_doped,0.0
Ba1.8Cu4Ho1Sr0.2O8-MP-mp-6205-synth_doped,68.8
Ba1.8Cu4La0.2Y1O8-MP-mp-6790-synth_doped,44.0
Ba1.8Cu4Sr0.2Y1O8-MP-mp-6790-synth_doped,77.7
Ba1.8Cu4Sr0.2Yb1O8-MP-mp-15039-synth_doped,81.0
Ba1.926Ca0.074Cu4Y1O8-MP-mp-6790-synth_doped,83.3
Ba1.972Ca0.028Cu4Y1O8-MP-mp-6790-synth_doped,79.7
Ba1.98Cu4La0.02Y1O8-MP-mp-6790-synth_doped,74.3
Ba1.9Ca0.1Cu4Y1O8-MP-mp-6790-synth_doped,85.4
Ba1.9Cu3Gd1.1O7-MP-mp-19813-synth_doped,93.0
Ba1.9Cu3La0.1Y1O6.5-MP-mp-20897-synth_doped,32.9
Ba1.9Cu3La0.1Y1O8-MP-mp-1214613-synth_doped,64.0
Ba1.9Cu4Gd1Sr0.1O8-MP-mp-1214720-synth_doped,73.5
Ba1.9Cu4La0.1Y1O8-MP-mp-6790-synth_doped,61.0
Ba1Bi0.15Pb0.85O3-MP-mp-20461-synth_doped,8.7
Ba1Bi0.15Pb0.85O3-MP-mp-22230-synth_doped,8.7
Ba1Bi0.17Pb0.83O3-MP-mp-20461-synth_doped,7.6
Ba1Bi0.17Pb0.83O3-MP-mp-22230-synth_doped,7.6
Ba1Bi0.1Pb0.9O3-MP-mp-20461-synth_doped,2.91
Ba1Bi0.1Pb0.9O3-MP-mp-22230-synth_doped,2.91
Ba1Bi0.22Pb0.78O3-MP-mp-20461-synth_doped,10.3
Ba1Bi0.22Pb0.78O3-MP-mp-22230-synth_doped,10.3
Ba1Bi0.25Pb0.75O3-MP-mp-1228450,9.9
Ba1Bi0.2Pb0.8O3-MP-mp-20461-synth_doped,9.875
Ba1Bi0.2Pb0.8O3-MP-mp-22230-synth_doped,9.875
Ba1Bi0.3Pb0.7O3-MP-mp-20461-synth_doped,11.23
Ba1Bi0.3Pb0.7O3-MP-mp-22230-synth_doped,11.23
Ba1Bi1O3-MP-mp-559051,0.0
Ba1Bi2Ti2O1-MP-mp-1070808,4.6
Ba1Bi3-MP-mp-23201,5.745
Ba1C6-MP-mp-1214417,0.0
Ba1Ca1Sn1-MP-mp-11265,0.0
Ba1Cu0.2Si1.8-MP-mp-7275-synth_doped,3.02
Ba1Cu1Gd2O5-MP-mp-1182677,0.0
Ba1Cu1Tl0.76O4.5-MP-mvc-11834-synth_doped,86.0
Ba1Cu1Y2O5-MP-mp-542733,0.0
Ba1Fe1.9Se3-MP-mp-504563-synth_doped,11.0
Ba1Fe2P2-MP-mp-4883,0.0
Ba1Fe2Se3-MP-mp-504563,11.0
Ba1Ga0.78Si1.22-MP-mp-1227940-synth_doped,4.0
Ba1Ga1Ge1-MP-mp-1102026,2.4
Ba1Ga1Si1-MP-mp-1227940,4.05
Ba1Ga2-MP-mp-1219,0.0
Ba1Ge0.2Ni2P1.8-MP-mp-9473-synth_doped,2.59
Ba1Ge12Pt4-MP-mp-642304,5.17
Ba1Ge1In1-MP-mp-1227944,0.0
Ba1Ge2-MP-mp-2139,4.93
Ba1Ge3-MP-mp-1078234,4.0
Ba1Hg1-MP-mp-2197,2.32
Ba1Ir2P2-MP-mp-11169,2.1
Ba1Nb2O5-MP-mp-1205727-synth_doped,0.0
Ba1Ni2P2-MP-mp-9473,2.686666667
Ba1Os2P2-MP-mp-12056,0.0
Ba1P2Rh2-MP-mp-8583,1.0
Ba1P2Ru2-MP-mp-4484,0.0
Ba1Pb0.75Sb0.25O3-MP-mp-20461-synth_doped,3.5
Ba1Pb0.75Sb0.25O3-MP-mp-22230-synth_doped,3.5
Ba1Pb0.85Sb0.15O3-MP-mp-20461-synth_doped,1.4
Ba1Pb0.85Sb0.15O3-MP-mp-22230-synth_doped,1.4
Ba1Pb0.8Sb0.2O3-MP-mp-20461-synth_doped,1.7
Ba1Pb0.8Sb0.2O3-MP-mp-22230-synth_doped,1.7
Ba1Pd0.2Si1.8-MP-mp-7275-synth_doped,2.91
Ba1Pd2-MP-mp-1687,0.0
Ba1Pt1Si3-MP-mp-1069809,1.875
Ba1Pt2-MP-mp-747,0.0
Ba1Rh2-MP-mp-568430,6.0
Ba1S3V1-MP-mp-3451,0.0
Ba1Sb1.7Sn0.3Ti2O1-MP-mp-1070806-synth_doped,2.2
Ba1Sb1.8Sn0.2Ti2O1-MP-mp-1070806-synth_doped,2.2
Ba1Sb1.9Sn0.1Ti2O1-MP-mp-1070806-synth_doped,0.0
Ba1Sb2Ti2O1-MP-mp-1070806,0.964
Ba1Si2-MP-mp-1477,5.3
Ba1Sn3-MP-mp-7759,4.3
Ba1Ti1O3-MP-mp-5020,0.0
Ba2.02Cu1.01Tl1.97O6.16-MP-mp-6027-synth_doped,0.0
Ba2.2Cu4Y1O8-MP-mp-22215-synth_doped,80.0
Ba24Si100-MP-mp-16094,1.475
Ba2Bi2K1O7-MP-mp-1223506,0.0
Ba2Bi3-MP-mp-569529,4.44
Ba2Ca0.01Cu4Er0.99O8-MP-mp-6583-synth_doped,79.3
Ba2Ca0.01Cu4Ho0.99O8-MP-mp-6205-synth_doped,76.8
Ba2Ca0.01Cu4Tm0.99O8-MP-mp-6710-synth_doped,79.2
Ba2Ca0.01Cu4Y0.99O8-MP-mp-6790-synth_doped,78.7
Ba2Ca0.025Cu4Y0.975O8-MP-mp-6790-synth_doped,80.75
Ba2Ca0.02Cu4Y0.98O8-MP-mp-6790-synth_doped,87.0
Ba2Ca0.03Cu3Y0.97O6-MP-mp-22215-synth_doped,0.0
Ba2Ca0.03Cu4Er0.97O8-MP-mp-6583-synth_doped,80.0
Ba2Ca0.03Cu4Ho0.97O8-MP-mp-6205-synth_doped,77.4
Ba2Ca0.03Cu4Tm0.97O8-MP-mp-6710-synth_doped,81.2
Ba2Ca0.03Cu4Y0.97O8-MP-mp-6790-synth_doped,81.9
Ba2Ca0.05Cu4Er0.95O8-MP-mp-6583-synth_doped,83.2
Ba2Ca0.05Cu4Ho0.95O8-MP-mp-6205-synth_doped,81.0
Ba2Ca0.05Cu4Tm0.95O8-MP-mp-6710-synth_doped,84.8
Ba2Ca0.05Cu4Y0.95O8-MP-mp-6790-synth_doped,85.16
Ba2Ca0.075Cu4Y0.925O8-MP-mp-6790-synth_doped,83.8
Ba2Ca0.07Cu4Tm0.93O8-MP-mp-6710-synth_doped,83.3
Ba2Ca0.07Cu4Y0.93O8-MP-mp-6790-synth_doped,86.25
Ba2Ca0.12Cu3Y0.88O6-MP-mp-22215-synth_doped,0.0
Ba2Ca0.12Cu4Y0.88O8-MP-mp-6790-synth_doped,88.5
Ba2Ca0.15Cu4Ho0.85O8-MP-mp-6205-synth_doped,87.0
Ba2Ca0.15Cu4Y0.85O8-MP-mp-6790-synth_doped,88.9
Ba2Ca0.1Cu3Y0.9O7-MP-mp-20674-synth_doped,81.8
Ba2Ca0.1Cu4Ho0.9O8-MP-mp-6205-synth_doped,87.0
Ba2Ca0.1Cu4Y0.9O8-MP-mp-6790-synth_doped,87.35714286
Ba2Ca0.25Cu4Y0.75O8-MP-mp-6790-synth_doped,82.9
Ba2Ca0.26Cu3Y0.74O6-MP-mp-22215-synth_doped,44.7
Ba2Ca0.28Cu3Y0.72O6-MP-mp-22215-synth_doped,47.5
Ba2Ca0.2Cu2Nd0.8Tl1O7-MP-mp-1228402-synth_doped,0.0
Ba2Ca0.2Cu2Tl1Y0.8O7-MP-mp-654374-synth_doped,0.0
Ba2Ca0.2Cu3Y0.8O6-MP-mp-22215-synth_doped,24.0
Ba2Ca0.2Cu3Y0.8O7-MP-mp-20674-synth_doped,71.6
Ba2Ca0.2Cu4Ho0.8O8-MP-mp-6205-synth_doped,87.0
Ba2Ca0.2Cu4Y0.8O8-MP-mp-6790-synth_doped,87.8
Ba2Ca0.2Fe3Y0.8O8-MP-mp-558860-synth_doped,0.0
Ba2Ca0.3Cu3Pr0.7O7-MP-mp-20936-synth_doped,0.0
Ba2Ca0.3Cu4Ho0.7O8-MP-mp-6205-synth_doped,87.0
Ba2Ca0.7Ce0.3Cu2Tl2O8-MP-mp-6885-synth_doped,0.0
Ba2Ca0.7Cu2Gd0.3Tl1O7-MP-mp-632802-synth_doped,81.25
Ba2Ca0.7Cu2Nd0.3Tl1O7-MP-mp-632802-synth_doped,95.5
