id,formation_energy_per_atom,prediction
mp-27301,-1.37153816086532,-1.3720806
mp-24112,-1.7408619719275698,-1.7284409
mp-31407,-0.6413872005952379,-0.65678006
mp-997010,-0.8336259256249994,-0.8445094
mp-616468,-0.9885171393749996,-0.9866523
mp-27894,-0.4688503626388869,-0.49872476
mp-12985,-0.3358305853472221,-0.33590162
mp-20326,-1.065138470406747,-1.0805111
mp-752926,-2.8566823436093074,-2.867709
mp-675758,-4.235281201833001,-4.1595635
mp-28563,-0.6302514033485989,-0.644247
mp-1032879,-2.877654281309999,-2.8546846
mp-8641,0.5042285424999999,0.44106308
mp-30328,-0.4163073822222224,-0.43368304
mp-29129,-1.792267665527778,-1.7898037
mp-770065,-3.788940525052083,-3.7540162
mp-3693,-0.6300399903333336,-0.6248491
mp-31018,-0.6051562716666664,-0.61454266
mp-624200,-0.4583630089843753,-0.47117192
mp-17637,-2.833457486445313,-2.8120193
mp-37108,-2.464515446607144,-2.455144
mp-28781,-4.128166045939474,-4.1320205
mp-18645,-0.6709341653030307,-0.6828646
mp-17738,-1.9276987681354176,-1.9105084
mp-26114,-2.7621773135434164,-2.7447233
mp-758899,-2.4467274650699995,-2.4596934
mp-752927,-2.174356994345,-2.1495423
mp-673706,-0.7344013222142864,-0.75449276
mp-1033174,-2.7417494131849995,-2.7405295
mp-1033094,-2.750525965625,-2.7394454
mp-1186610,-0.1005764462499998,-0.11689401
mp-734194,-1.3626213044742856,-1.3550442
mp-763240,-2.374280464285715,-2.3526416
mp-19329,-2.6103487364835165,-2.6220999
mp-759894,-2.3062633317368184,-2.322761
mp-770932,-2.13379501675,-2.127852
mvc-3524,-3.655093270135715,-3.6388865
mp-1207188,-0.6495631924999993,-0.65153015
mp-239,-1.555611658046875,-1.5391923
mp-614964,-2.034649582857142,-2.0442524
mp-542985,-0.8025346979999994,-0.7842027
mp-765948,-2.433174963086734,-2.4097962
mp-504752,-2.1223788964351846,-2.1122677
mp-772820,-3.849297419642857,-3.8044286
mp-22551,-2.783091540119048,-2.7794049
mp-23772,-0.5202859650233325,-0.5153884
mp-1016625,0.2268432056250002,0.21386498
mp-1017565,-0.4713283104895837,-0.51106507
mp-30312,-0.7210747589999997,-0.6912905
mp-35555,-4.209858749146667,-4.1763396
mp-4016,-0.9684488385937504,-0.96494055
mp-775311,-1.685004108214285,-1.6989776
mp-30496,-0.3355607524999999,-0.34507042
mp-17757,-0.5551189049999996,-0.5726225
mp-763835,-2.070603612083333,-2.04559
mp-570863,-0.1397654649999991,-0.19044435
mp-1032957,-2.765671181250001,-2.7747152
mp-23994,-2.7318086827635293,-2.7242439
mp-31295,-0.8221136003846161,-0.8275894
mp-17695,-0.6815121431250004,-0.717487
mp-567248,-0.4265331459090908,-0.414913
mp-764789,-2.664432419177142,-2.6603198
mp-619206,-0.4232004244444445,-0.4044215
mp-27409,-0.916853913068966,-0.9106762
mp-755856,-2.6151735742857136,-2.5969925
mp-752638,-1.69538815875,-1.6840262
mp-542482,-1.1084917776523306,-1.1285384
mp-18612,-1.325183437777094,-1.327172
mp-850923,-2.8850830664682547,-2.885361
mp-28793,0.1733938557499996,0.18756607
mp-3932,-3.467520445729168,-3.4246378
mp-30641,-0.0460637796551732,-0.05562544
mp-29104,-2.9930845609615377,-2.962551
mp-623295,-0.2883466075,-0.340239
mp-1008492,-0.3444485916299999,-0.34149435
mp-765985,-3.2634477117073177,-3.252976
mp-756424,-3.96528985425,-3.927962
mp-21581,-0.1145647633333328,-0.12060332
mp-29403,-0.4129651233333333,-0.43218338
mp-6635,-2.9294623005000004,-2.9166248
mp-756460,-1.7502218899999993,-1.7397918
mp-638150,-1.0535067516275507,-1.0447237
mp-23206,-0.3039108381249997,-0.3047659
mp-29345,-0.7794407915000001,-0.800319
mp-864891,-2.657234335178572,-2.6720567
mp-777394,-0.6215596977019999,-0.6304177
mp-758597,-2.8668242197170364,-2.8526518
mp-1215222,-0.6366050749107153,-0.64037645
mp-685318,-1.675721378445122,-1.6560459
mp-28478,-0.3870576345833338,-0.39761105
mp-977389,-2.33973242275,-2.3643937
mp-31476,0.2907491335849433,0.30974892
mp-27247,-2.517740206205357,-2.5138354
mp-559067,-1.3332774434166663,-1.3271384
mp-18686,-0.5948131673809516,-0.6248361
mp-23556,-1.8781132544878731,-1.8866496
mp-642227,-0.7249961101354164,-0.6953428
mp-18125,-1.398150618138182,-1.40865
mp-5039,-2.705799090278572,-2.6864614
mp-865602,-0.2973954674999994,-0.3031366
mp-20164,1.9201501102500005,1.892659
mp-30756,-0.5396793955,-0.54355764
mp-669351,-0.8797797583264426,-0.8983549
mp-17682,-0.0829551904166668,-0.13499093
mp-766942,-2.9566733393012496,-2.9337654
mp-510164,0.198359183333333,0.19192103
mp-754368,-1.871806759375,-1.8609616
mp-760468,-2.7297627612499995,-2.7384343
mp-1227279,-0.2924937949999998,-0.28265494
mp-4048,-2.1722291595673062,-2.180494
mp-705467,-2.356686023537975,-2.369404
mp-758281,-2.642521882522259,-2.6317363
mp-27160,-1.3153233853555548,-1.3409249
mp-720901,-1.6582785315784088,-1.6635691
mp-764786,-2.4558144384266662,-2.439143
mp-7916,-1.369777791354167,-1.3807375
mp-1213240,-2.709703361111111,-2.6869094
mp-866024,-0.41213282,-0.44699425
mp-684580,-0.282001245,-0.27571183
mp-20557,-0.8151123983333335,-0.81147
mp-3128,-0.7763930937499994,-0.7800433
mp-765709,-2.5287574472916674,-2.5200124
mp-28572,-1.817574175,-1.7696804
mp-758245,-2.433885801874999,-2.4191437
mp-759356,-1.3859640172524998,-1.3754807
mp-601200,-0.0920118229695487,-0.08146161
mp-546190,-0.3714144117500005,-0.3618703
mp-1185416,-0.0486657637500003,-0.05427015
mp-865991,-0.3356748081249998,-0.35003102
mp-20066,-1.7832827945833325,-1.7875445
mp-31438,-0.824782308333333,-0.8355165
mp-559278,-1.1918150141875004,-1.1986343
mp-20514,-0.8362517183333331,-0.82940215
mp-754212,-1.728063253333333,-1.7273531
mp-766123,-4.0290865621666665,-4.022837
mp-1025024,-0.7109020238888893,-0.70626414
mp-17534,-0.7742433120000001,-0.7716954
mp-21608,-0.3567154644827581,-0.38316056
mp-38807,-3.576995519318182,-3.588015
mp-28616,-0.3630366885204087,-0.36909407
mp-1033572,-2.5930536839166667,-2.5754209
mp-759031,-1.7199839262718373,-1.7019902
mp-554206,-2.5171979793202914,-2.494123
mp-754227,-1.4648828077678575,-1.4705033
mp-22284,-0.772376688611112,-0.77542746
mp-27934,-0.8903400116666663,-0.8536103
mp-22934,-1.6745530827200004,-1.6955484
mp-1032574,-2.6580369075215518,-2.643086
mp-756393,-3.4006713711850654,-3.4043772
mp-779072,-2.436468700526111,-2.42454
mp-865875,-0.1574004900000001,-0.16316724
mp-777463,-2.67944282746,-2.6669765
mvc-4256,-1.6998455413750009,-1.6874838
mp-559872,-3.2717868886111123,-3.2624736
mp-20784,-1.4460236349374995,-1.4598033
mp-20596,-0.574061718,-0.57107
mp-19309,-2.488827920394024,-2.6257262
mp-7148,-3.168681686229167,-3.1441224
mp-28921,-0.4970555283984379,-0.5040429
mp-567327,-0.0991171746710536,-0.11514181
mp-975347,-2.5090290732500007,-2.5019796
mp-18182,-2.4179468403192854,-2.4108152
mp-643043,-1.5518313450716092,-1.5317509
mp-763905,-1.7897704888655552,-1.7805878
mp-755546,-1.7555245886363644,-1.7128371
mp-706642,-0.8456894764299991,-0.84443724
mp-20344,-0.0910421812500006,-0.073467195
mp-971833,0.2995515175000003,0.2871889
mp-27410,-0.0332876923469385,-0.026171207
mp-27398,-0.6586287266666669,-0.6668279
mp-17672,-2.9590538149519223,-2.938124
mp-1189819,-0.7658923968750004,-0.7747635
mp-27935,-1.3068610718200002,-1.3292303
mp-733637,-1.4021087428721424,-1.4043654
mp-705336,-2.391312350698757,-2.3981829
mp-985545,-0.7697304567499998,-0.74291676
mp-773466,-1.0645011509374989,-1.0425563
mp-26875,-2.3037277396428566,-2.2941346
mp-12881,-3.0354447286801247,-3.0056212
mp-1228380,-2.8724145165,-2.8589797
mp-17245,-3.38397065371,-3.367248
mp-28899,-0.142122126666667,-0.17502695
mp-540179,-2.580712196568323,-2.5935059
mp-735545,-1.7019167636799686,-1.6969166
mp-41795,-3.139569032916607,-3.1203053
mp-5429,-0.7277860486666669,-0.73208135
mp-752483,-2.631071939421428,-2.6250129
mp-532575,-2.613471207859276,-2.5994012
mp-756118,-3.8578515269166656,-3.8153386
mp-14213,-0.9599775774801584,-0.9360175
mp-1178510,-1.7044003347500003,-1.7263733
mp-1100156,0.1038959730818969,0.112053454
mp-18351,-0.794785130674603,-0.7668284
mp-759433,-2.6501925889944444,-2.616028
mp-29356,-3.1556392294047626,-3.156087
mp-4120,-0.8074187650000001,-0.7922852
mp-988939,0.1395537574999998,0.1493232
mp-18701,-2.6371495200833333,-2.635346
mp-760485,-2.2871356418749995,-2.2608204
mp-985295,0.209102424464286,0.2280401
mp-18895,-1.4911112751250002,-1.5075204
mp-27878,-1.814338290357142,-1.8285887
mp-773707,-2.7496903457828563,-2.7330928
mp-1014342,-0.1356621532533329,-0.15612236
mp-542730,-0.5223784995833342,-0.5309304
mp-626570,-1.5144450085612498,-1.4893783
mp-28626,-3.1117017176041664,-3.073042
mp-1187138,0.0807268937499998,0.056248546
mp-1099322,0.2193717125000001,0.2083484
mp-30986,-1.9686861099553568,-1.9585966
mp-1029288,-0.7346928320233322,-0.723372
mp-3827,-1.0823150052812505,-1.0839123
mp-770101,-1.9956122470190905,-1.9906509
mp-34787,-0.5439060361121051,-0.48007613
mp-643989,-1.6089964445739997,-1.6018937
mp-758689,-2.6417196405950003,-2.6510444
mp-1183543,-1.9946449774166672,-1.9351484
mp-28894,-0.9108584210714288,-0.9269273
mp-776825,-4.328040622372667,-4.3124695
mp-36383,-1.6245073164835162,-1.6177478
mp-1025436,-2.750061986835936,-2.765404
mp-3529,-1.507276751906251,-1.5165131
mp-756867,-2.0517992728472216,-2.0469363
mp-675784,-0.9335878917239996,-0.9456809
mp-862787,-0.6965850668229171,-0.7375431
mp-1030505,-0.4380244478385424,-0.4457966
mp-763659,-2.2233113066666665,-2.2256885
mp-23704,-0.2337874432466661,-0.23340541
mp-20845,-3.046760316704545,-3.0441117
mp-21597,-0.8538344210714277,-0.8290591
mp-20001,-0.8612781116666662,-0.86459
mp-27334,-1.2391177190333331,-1.2315747
mp-21960,-0.9513610269253469,-0.966618
mp-779092,-2.9312585227546304,-2.9169989
mp-25881,-2.543548888809525,-2.532689
mp-973684,-0.0218087737499996,-0.034840643
mp-1038837,0.0777087225000006,0.042865396
mp-21438,-0.7495372766666664,-0.7422869
mp-23283,-0.7999639271428569,-0.82637495
mp-31233,-0.8769569331578948,-0.90425915
mp-28146,-2.3246764037500003,-2.3155847
mp-1077279,-0.3761388599999999,-0.3868276
mp-770400,-2.14813323,-2.1302009
mp-997020,-0.4975115551899995,-0.50073504
mp-30031,-1.6392219800000003,-1.592501
mp-759658,-2.160230849345,-2.1352177
mvc-3272,-3.6964346402728574,-3.6649919
mp-23189,-0.0639093166666668,-0.066799104
mp-34255,-2.393710062321429,-2.3904226
mp-344,-1.2528927632733335,-1.2734263
mp-27689,-0.2665291319371429,-0.2938267
mp-33551,-1.8879977964285728,-1.8703914
mp-772018,-1.640674966923077,-1.6319011
mp-770361,-2.6262832658796293,-2.605431
mp-779311,-2.3520295959027777,-2.3667305
mp-30683,-0.5597327850000001,-0.56241226
mp-19990,-1.688237266083334,-1.6902816
mp-20165,-0.750538515666667,-0.74033284
mp-777749,-2.824635589280303,-2.8117166
mp-2104,-0.7086799375000004,-0.8081114
mp-1016642,0.14853133625,0.13883877
mp-4126,-3.3447267403500023,-3.3284512
mp-24719,-0.1106869343099994,-0.13928026
mp-756052,-3.5748121065625007,-3.5551567
mp-23487,-1.3842968378499996,-1.3659117
mp-672253,-0.6598504793306255,-0.6765699
mp-22488,0.1104989070833338,0.103284925
mp-17377,-2.8330748839107134,-2.8305767
mp-863757,-0.5147655790000001,-0.51174515
mp-30517,-0.5173161162499994,-0.52721006
mp-767688,-2.6182012774675325,-2.6075528
mp-761315,-1.6124038668266654,-1.584254
mp-20150,-0.4519404158333333,-0.43709928
mp-29835,-0.6871727593333331,-0.68924487
mp-973792,0.1810284562499999,0.18060532
mp-775435,-2.6249518803694287,-2.6305501
mp-1032067,-2.5068782404166656,-2.5351315
mp-4985,-0.6271187519999998,-0.60628307
mp-20507,-1.8634971570625007,-1.8585178
mp-505357,-0.5404936416840279,-0.5621515
mp-2546,0.1757501062499997,0.12510842
mp-542553,-0.4500588476171416,-0.4386777
mp-17674,0.2059446287121197,0.20597091
mp-17916,-1.2683815233463538,-1.270305
mp-977176,-1.9997494257500008,-1.9744201
mp-680561,-0.1792713082812493,-0.15676832
mp-22685,-0.3224485841666666,-0.33317703
mp-23653,-2.2581838583276923,-2.2552824
mp-755003,-2.7400592237500008,-2.7196584
mp-24141,-1.5466140229886634,-1.5273187
mp-19271,-2.53600079425,-2.5472612
mp-29337,-0.7074552912648804,-0.7188426
mp-31029,-0.4675545528787885,-0.4616955
mp-23218,-0.19937857125,-0.21077526
mp-23294,-0.3227076293749999,-0.3342927
mp-758302,-2.150684065595,-2.1443331
mp-779153,-1.8626198027946657,-1.8591394
mp-776823,-2.8513861120723374,-2.8633053
mp-639512,-3.276089967789856,-3.2787068
mp-622628,-0.1540081664062498,-0.15228286
mp-3915,-1.9714064181250004,-1.9995353
mp-29302,-1.880795900397728,-1.8850741
mp-755615,-3.0560856744444456,-3.0121913
mp-651724,-0.7286277187499997,-0.7615961
mp-735535,-1.49211642267806,-1.478549
mp-18199,-1.55937682484375,-1.5056666
mp-763324,-2.292070607642645,-2.3149993
mp-29001,-2.5215334725899994,-2.5165076
mp-30540,-0.3079712616326527,-0.3117842
mp-18610,-3.34955928388672,-3.3434153
mp-1099274,0.1576426537499999,0.18262476
mp-770486,-1.6986385018749992,-1.7009659
mp-23948,-0.2615174640704979,-0.26115832
mp-21733,-0.9972043217559516,-1.0133089
mp-769373,-2.049507671453202,-2.0618005
mp-976126,0.5823723952500002,0.5422591
mp-30018,-1.1372007579556649,-1.1292201
mp-624214,-0.9713986638300492,-0.96654433
mp-864798,-0.7308667599999996,-0.7130181
mp-570998,-0.2595301968449996,-0.2653071
mp-27767,-2.7561293789166674,-2.7214427
mp-759416,-2.509347452329932,-2.5015101
mp-4024,-0.9152240912499998,-0.9281978
mp-23956,-0.3321458057828569,-0.32444483
mp-30237,-1.5054155688888895,-1.4891614
mp-28753,-1.3112038058333333,-1.2960829
mp-21491,-0.3390648028571427,-0.35083956
mp-1012640,0.0083679212500005,-0.017192006
mp-22545,-0.3944688550000007,-0.4237345
mp-1025225,-0.4591118049999996,-0.4489416
mp-27833,-1.2097935855066666,-1.2136859
mp-15011,-1.109713397447918,-1.1251675
mp-4212,-0.5669311205782311,-0.5025967
mp-30492,-0.21625421875,-0.25188547
mp-763362,-2.989734664406,-2.980083
mp-31426,-0.503285675,-0.51590693
mp-571046,-0.8073641357138465,-0.79805464
mp-755813,-3.2030654277699986,-3.220849
mp-28704,-0.1143599528571428,-0.12367463
mp-505363,-0.4722878091428583,-0.47034532
mp-21710,-0.7201032805555561,-0.7098256
mp-753508,-0.9104511388541668,-0.94494444
mp-22039,-0.6324827472727269,-0.62125194
mp-557653,-2.9853451525000003,-2.9681249
mp-777454,-2.3102471286111115,-2.304036
mp-28771,-0.7171443981519997,-0.7206566
mp-561446,-2.644606171428572,-2.6235933
mp-27229,-1.8866750289945649,-1.9070296
mp-760476,-3.565785029166667,-3.5396261
mp-559128,-2.252820513749999,-2.226468
mp-685991,-0.5923294807142854,-0.6050668
mp-770357,-2.1550861215624995,-2.1166315
mp-20763,-3.350583183676469,-3.3410153
mp-1039120,0.0973532674999999,0.0857206
mp-768230,-3.6621899454166673,-3.625454
mp-705526,-0.4233861281272055,-0.41147012
mp-975421,-0.4624664388189657,-0.46480325
mp-777679,-2.8619485020433326,-2.863666
mp-972408,-0.3918529549999998,-0.40946436
mp-504355,-2.402173621092438,-2.4122229
mp-22222,-1.0724068383333325,-1.0826254
mp-30524,-3.451867573749999,-3.4530578
mp-773011,-3.050052245795454,-3.049862
mp-30078,-0.2528023739772729,-0.25006974
mp-567398,-0.8381012841133332,-0.8114207
mp-18005,-3.3860186213095247,-3.3606822
mp-623092,-2.8149160907499984,-2.807776
mp-862949,-0.2651878831249998,-0.28029668
mp-756180,-3.899984279799999,-3.8865087
mp-30548,-2.9478861856544447,-2.9411716
mp-685090,-2.0623813047500006,-2.0653539
mp-504902,-0.659532372,-0.6670294
mp-778791,-2.5658274445483342,-2.5678384
mp-555874,-0.941049547031251,-0.9386122
mp-1190092,-1.5408412934375009,-1.5210862
mp-1206805,-0.1168229894759989,-0.12811184
mp-31508,-1.1474074553750002,-1.1358417
mp-2705,-0.4558163549999996,-0.45558932
mp-17394,-2.880273475,-2.873257
mp-759498,-2.4468996205032467,-2.4588346
mp-23986,-1.307474233940769,-1.3031642
mp-867727,-1.6997805597619042,-1.6714637
mp-28503,-3.354572811895162,-3.3451567
mp-556910,-2.153425136603183,-2.1449447
mp-20733,-1.0842357691666666,-1.0833577
mp-28920,-0.6015119972434375,-0.60456717
mp-20174,-0.2220623828571431,-0.20905936
mp-634326,-1.948003327155,-1.9353552
mp-23611,-2.800449580803572,-2.8018126
mp-505545,-0.6897072069444445,-0.6860623
mp-18230,-0.2580964751420451,-0.2450729
mp-996997,-1.1156201393749998,-1.1174283
mp-600055,-3.2713584623809533,-3.2743607
mp-642735,-0.4652725750242363,-0.46345043
mp-705132,-2.8257020132421866,-2.8528612
mp-1227995,-0.5292539380000001,-0.5318484
mp-999496,0.1706529306550002,0.12289211
mp-610469,-2.112945370875,-2.0332694
mp-515,-0.2833704025000001,-0.29735768
mp-567334,-0.9432250094853856,-0.9758067
mp-770210,-3.722457050357143,-3.6775575
mp-632759,-1.5368383343733332,-1.5134054
mp-770533,-2.061899802814546,-2.0374713
mp-18782,-2.0592533206250003,-2.0189686
mp-567097,-0.1804680462499996,-0.17955041
mp-18365,-0.4033431291199718,-0.41495073
mp-635,-0.6078191100000003,-0.597839
mp-27987,-1.346424349325,-1.3400182
mp-975638,0.2119058887499996,0.1958881
mp-26074,-2.1785620718487397,-2.1770308
mp-640357,-3.1364343864062487,-3.1833463
mp-769391,-3.168889128863637,-3.1386566
mp-3447,-0.2905139860000005,-0.30817288
mp-542533,-1.9607513966955992,-1.95274
mp-850876,-2.700950436964001,-2.6762028
mp-1030509,-0.4678201305468749,-0.47260517
mp-975284,-1.198849348818965,-1.2043068
mp-13654,-0.8222209419999998,-0.81402856
mp-571037,-0.5910439635714287,-0.5982202
mp-759472,-1.3346833156979998,-1.3306577
mp-8666,-1.0049079983189653,-1.017036
mp-18134,-2.8055554725,-2.7620776
mp-31362,-2.3540711449559995,-2.3705256
mp-721299,-1.281248565281731,-1.2813113
mp-22595,-0.9603518511979156,-0.9622294
mp-1120763,-1.041440455374461,-1.0553658
mp-534870,-2.2424576696720995,-2.247049
mp-20656,-0.0009122923076931,-0.0030858517
mp-31430,-0.109043238611111,-0.12571287
mp-20453,0.3112364527777771,0.28474224
mp-674513,-3.6327704980681816,-3.6170554
mp-1217961,-0.0199237849999995,0.06300002
mp-649,0.0811927825000005,0.0016296804
mp-600236,-0.2283285745162993,-0.21378398
mp-634113,-1.7372163771638645,-1.7328539
mp-18471,-3.6306075095312496,-3.602243
mp-28713,-1.7611051098611104,-1.7578458
mp-23959,-2.2426297140478564,-2.2415528
mp-571469,-0.2152722258152173,-0.20842135
mp-555140,-2.0152568502413786,-1.9915571
mp-27782,-1.6058475987033332,-1.5751715
mp-18008,-1.7831588695312497,-1.7900761
mp-28863,-1.2106970749999997,-1.2407135
mp-766881,-1.3089625787843415,-1.2822099
mp-675464,-1.7880799873809523,-1.730707
mp-643570,-1.5804016152836102,-1.5936693
mp-998762,-2.618294646906,-2.5999725
mp-22457,-2.370974068366071,-2.3545067
mp-998153,-0.681569408,-0.6639664
mp-23257,-1.989500917825,-1.9752636
mp-30546,-1.2639685759999997,-1.2884611
mp-1183778,0.1666057387499995,0.15181279
mp-762454,-2.357860548125,-2.358672
mp-3683,-0.6291232177272722,-0.6206306
mp-18484,-1.9110626769531247,-1.9074668
mp-973682,-0.2173582872916668,-0.21856678
mp-636614,-0.38147183,-0.38787973
mp-1096942,-0.6781783945985991,-0.7119969
mp-1025071,-0.6436312572222226,-0.6606201
mp-677430,-3.461677194833335,-3.442706
mp-559180,-2.7557323591666663,-2.7489548
mp-989642,-0.305100364913379,-0.2989746
mp-27069,-2.526192533196429,-2.5292554
mp-754852,-1.7348017116666667,-1.7436817
mp-19956,-2.881379728324762,-2.8409405
mp-995200,0.0140563075324999,0.051368862
mp-765833,-1.922727631041668,-1.9163938
mp-26304,-1.87991186361516,-1.8326144
mvc-11693,-2.387700136083333,-2.3772907
mp-31552,-2.1131862243035706,-2.1140928
mp-850962,-2.4275957894871807,-2.4339674
mp-4982,-0.739295983833334,-0.7433308
mp-766447,-0.6847139749652784,-0.7195848
mp-30167,-0.8242728693596055,-0.8089582
mp-1025063,-0.7257301233333328,-0.7454855
mp-27757,-0.0126221063333332,0.010979116
mp-27339,-1.9179936951286776,-1.9266019
mp-862360,-0.795706665,-0.7899379
mp-770362,-2.8045310072916667,-2.7822642
mp-1206718,-1.055035921666666,-1.0370808
mp-541040,-3.286668509895834,-3.281693
mp-23492,-1.8050689243939384,-1.795039
mp-23505,-1.0230802795555554,-1.0142112
mp-865167,-0.4950351662499996,-0.49015924
mp-770731,-3.2908596110714288,-3.3432298
mp-780132,-2.177086294375,-2.1333985
mp-27664,-1.5286705516499566,-1.5722544
mp-23778,-0.7939452361550003,-0.7880762
mp-640159,-0.1238489545000007,-0.12913042
mp-27693,-0.4577767101666666,-0.46552262
mp-29254,-2.907914258750001,-2.8771715
mp-561294,-3.010291906086309,-2.9962566
mp-733822,-1.7248475670982355,-1.7132516
mp-505206,-0.3901083282499996,-0.37114745
mp-622640,-2.371878178374999,-2.3273978
mp-862671,-4.428818968618667,-4.3640847
mp-569280,-1.02722962,-1.0339518
mp-1033034,-2.733323381875,-2.735703
mp-567430,-1.097075639289333,-1.0802305
mp-1030570,-0.5068181208593749,-0.51125854
mp-1206138,-0.1121558377499994,-0.11367342
mp-20333,-0.4838682383333328,-0.489332
mp-561261,-1.473897921190477,-1.4670786
mp-723043,-1.554380068690687,-1.528984
mp-636525,-0.4493690055882349,-0.44503534
mp-3916,-2.0627991323352286,-2.088115
mp-753306,-3.915623412499999,-3.9041567
mp-773198,-1.6230768418666652,-1.6040535
mp-1025029,-1.4727023807379165,-1.492308
mp-769702,-1.9263982687569237,-1.8945699
mp-29910,-1.9861826287499995,-1.9814198
mp-1175,-1.515703918046876,-1.4986758
mp-770806,-3.8404257500520815,-3.8089118
mp-625172,-0.8944263217077769,-0.9208972
mp-14368,-1.7509253583928577,-1.7379807
mp-976893,-0.1335374749999998,-0.13521329
mp-569287,-0.2053230954873507,-0.21682155
mp-1184549,0.1381351249999998,0.13158888
mp-650538,-0.6563931517500009,-0.69186807
mp-28790,-1.3953507879814186,-1.3776
mp-850937,-2.995308306952001,-2.9791303
mp-30502,-0.2549560512500002,-0.25571322
mp-866863,-1.7194339142013897,-1.6997211
mp-861627,-0.3141268483333341,-0.31287193
mp-762632,-2.5494265300000003,-2.530951
mp-27506,-1.680581705595714,-1.6774063
mp-532554,-1.4762375314323817,-1.4676847
mp-770816,-3.904742374114583,-3.8510454
mp-1215473,0.0018138775,0.03355229
mp-21601,-0.4398802787179484,-0.44500017
mp-763190,-2.612191950198333,-2.6034498
mp-17560,-3.034626024285715,-3.0311532
mp-634716,-0.4995387968076185,-0.5138923
mp-638033,-2.5840814008333326,-2.5796642
mp-20579,-0.3802913487500001,-0.377814
mp-559103,-2.9014332865000005,-2.915453
mp-23378,-0.5376493533333324,-0.55902296
mp-628606,-0.7450363856321837,-0.74426705
mp-643108,-0.5237684214609521,-0.5265851
mp-761269,-2.4073130949657133,-2.3706062
mp-6449,-0.8459549870312504,-0.84967595
mp-758673,-2.7067305277551017,-2.678326
mp-667324,-1.2903697564768335,-1.2782465
mp-39025,-3.041346120833216,-2.9697604
mp-37310,-3.78412158497093,-3.743908
mp-31118,-3.937726763749999,-3.9196634
mp-21660,-0.5067389232499998,-0.51118624
mp-28897,-0.2737602563888899,-0.2925064
mp-21580,-3.2932875573144447,-3.3070712
mp-1184778,-3.15275440675,-3.1176057
mp-676934,-3.2670508138296714,-3.2670274
mp-23875,-1.1819559192777775,-1.1837789
mp-662643,-0.7379698683727919,-0.7584544
mp-21816,-0.802006754210526,-0.7900437
mp-764201,-2.882853464207692,-2.8932407
mp-760778,-2.25914353511875,-2.2557337
mp-778768,-1.417695511428571,-1.3916421
mp-1072104,-2.0884136675,-2.067382
mp-754210,-1.341180413295455,-1.3367958
mp-408,-0.2700891216666665,-0.2857288
mp-778858,-2.49445089832591,-2.506782
mp-27483,-1.876475482,-1.8373444
mp-1187906,0.6593360481550001,0.67304945
mp-31467,-0.5851250700000001,-0.5681968
mp-27018,-2.370396162023809,-2.3391018
mp-779662,-1.113920650694446,-1.1383432
mp-10630,0.3246072950000003,0.30410275
mp-973633,-0.7925723687500001,-0.7746924
mp-20677,-0.6096623579999999,-0.6132121
mp-768505,-3.23273131275,-3.2091095
mp-29183,-2.8643719768750016,-2.8791716
mp-683887,-2.269873167604166,-2.278773
mp-1038760,0.0506274116666665,0.02745837
mp-850959,-2.4939018273788576,-2.474195
mp-680698,-1.9329522063541664,-1.935257
mp-30337,-0.1557837154166665,-0.15303808
mp-770868,-2.2799132120833328,-2.298612
mp-556918,-2.935241699005102,-2.9193113
mp-642736,-0.3420196974555555,-0.33983064
mp-1091396,-0.738380308,-0.7207966
mp-17715,-3.509175788333333,-3.5109494
mp-617,-0.9343556508333322,-0.9208969
mp-779071,-2.736635264331852,-2.729407
mp-28488,-1.7371118340175,-1.7423892
mp-753162,-1.8632972997916664,-1.8431392
mp-680193,-3.421731495652175,-3.4161372
mp-976064,-0.6615335911111112,-0.6942504
mp-777892,-2.109486716964286,-2.110364
mp-27167,-2.066539899761666,-2.0453994
mp-27313,-2.8049978287678736,-2.8053234
mp-850213,-2.3846510087499992,-2.3543777
mp-567427,-0.8769332200000008,-0.8684567
mp-10167,-1.0945864395312497,-1.1236063
mp-27501,-2.5607153846637547,-2.5551739
mp-29287,-1.3444969431800768,-1.3414862
mp-974525,0.8965239093750013,0.86709005
mp-759774,-3.1403846447154478,-3.1153965
mp-1205916,-0.3457804017559531,-0.35442698
mp-685977,-1.6687703749107154,-1.6787814
mp-696308,-0.2710070500283332,-0.2819482
mp-762880,-2.375853789642857,-2.36793
mp-8724,-1.8797701099583333,-1.8563392
mp-721059,-0.5578312494256821,-0.56018436
mp-680135,-0.7060317862834832,-0.7003993
mp-36225,-3.524399835302727,-3.523732
mp-8181,-1.1331831229519984,-1.1215298
mp-23586,-0.5685139481792858,-0.5471215
mp-698728,-1.6685924302884614,-1.682812
mp-1101257,-2.505007306704546,-2.4935653
mp-769263,-2.9512646100833337,-2.935534
mp-22056,-0.4421841766666672,-0.44093317
mp-4009,-1.5518796032812512,-1.5457729
mp-542678,-1.9188900672483344,-1.8934969
mp-4006,-3.530545955357141,-3.5206573
mp-1033042,-2.474186484396552,-2.445356
mp-17652,-0.397990429,-0.43443632
mp-26871,-2.445884675263976,-2.4390507
mp-640118,-0.2804299768749998,-0.2990888
mp-765521,-2.9565208116366666,-2.953152
mp-1096547,-1.06700904,-1.1980771
mp-997630,-1.6247686168749995,-1.6140451
mp-677613,-1.7544251766469232,-1.6367583
mp-23235,-2.157435622608,-2.181211
